客户ID,雇员关系,性别,年龄层级,客户状态,是否外国人,开户渠道,省份名称,年收入
1267764,非员工,女,45-60岁,活跃客户,否,KAT,江西,321758.13
1267765,非员工,女,60-75岁,活跃客户,否,KAT,江西,110626.44
1267786,非员工,男,60-75岁,活跃客户,否,KFC,四川,79210.79999999999
1267825,非员工,女,30-45岁,活跃客户,否,KFC,江西,46392.0
1267836,非员工,男,30-45岁,活跃客户,否,KFC,江西,34028.55
1267862,非员工,女,45-60岁,活跃客户,否,KFC,江西,147299.94
1267909,非员工,女,18-30岁,活跃客户,否,KFC,海南,60420.9
1267925,非员工,女,30-45岁,活跃客户,否,KFC,江西,43380.84
1267935,非员工,男,30-45岁,活跃客户,否,KFC,江西,94688.16
1268075,非员工,男,45-60岁,活跃客户,否,KFC,江西,43561.08
1268082,非员工,女,18-30岁,活跃客户,否,KFC,江西,35483.64
1268153,非员工,女,30-45岁,活跃客户,否,KAT,江西,20904.54
1268202,非员工,男,45-60岁,活跃客户,否,KAT,江西,39731.04
1268265,非员工,男,30-45岁,活跃客户,否,KFC,海南,51082.68000000001
1268288,非员工,男,30-45岁,活跃客户,否,KFC,江西,45390.93
1268350,非员工,女,45-60岁,活跃客户,是,KFC,江西,87313.14
1268361,非员工,女,45-60岁,活跃客户,否,KFC,陕西,188553.93
1268412,非员工,男,30-45岁,活跃客户,否,KAT,江西,88306.08
1268415,非员工,男,60-75岁,活跃客户,否,KFC,四川,111280.92
1268447,非员工,男,30-45岁,活跃客户,否,KFC,陕西,88957.23
1268469,非员工,男,18-30岁,活跃客户,否,KHE,广东,165164.49
1268507,非员工,女,18-30岁,活跃客户,否,KFC,海南,84201.54000000001
1268547,非员工,男,18-30岁,活跃客户,是,KAT,江西,513202.26
1268587,非员工,女,75岁以上,活跃客户,否,KFA,北京,31347.21
1268604,非员工,男,18-30岁,活跃客户,否,KFC,江西,150548.22
1268772,非员工,女,30-45岁,活跃客户,否,KFC,陕西,87438.45000000001
1268796,非员工,女,18-30岁,活跃客户,否,KHE,江西,44241.0
1269137,非员工,男,30-45岁,活跃客户,否,KAT,江西,103408.56
1269262,非员工,女,18-30岁,活跃客户,否,KHE,江西,70744.95000000001
1269298,非员工,男,45-60岁,活跃客户,否,KAT,江西,42769.92
1269319,非员工,女,30-45岁,活跃客户,否,KFC,陕西,263426.58
1269364,非员工,男,30-45岁,活跃客户,否,KHM,广东,182508.24
1269412,非员工,男,18-30岁,活跃客户,否,KHE,广东,43851.54
1269438,非员工,男,30-45岁,活跃客户,否,KFC,江西,97079.79
1269600,非员工,女,60-75岁,活跃客户,否,KFC,广东,52483.89
1269672,非员工,男,30-45岁,活跃客户,否,KFC,海南,67576.29000000001
1269721,非员工,男,18-30岁,活跃客户,否,KAT,广东,86988.56999999999
1269756,非员工,女,60-75岁,活跃客户,否,KFC,四川,87075.27
1269810,非员工,女,30-45岁,活跃客户,否,KFC,江西,82688.58
1269818,非员工,女,18-30岁,活跃客户,否,KFC,江西,54295.05
1269829,非员工,女,30-45岁,活跃客户,否,KFC,江西,61931.94
1269876,非员工,男,30-45岁,活跃客户,否,KFC,江西,59909.85000000001
1270042,非员工,女,18-30岁,活跃客户,否,KHE,广东,126806.01
1270069,非员工,男,30-45岁,活跃客户,否,KFC,海南,90996.15
1270086,非员工,女,30-45岁,活跃客户,是,KFC,江西,171272.66999999998
1270136,非员工,男,18-30岁,活跃客户,否,KHE,江西,103374.15
1270211,非员工,男,60-75岁,活跃客户,否,KAT,四川,117500.07
1270232,非员工,男,30-45岁,活跃客户,否,KHM,江西,71859.95999999999
1270233,非员工,女,30-45岁,活跃客户,否,KAT,江西,64068.63
1270242,非员工,男,30-45岁,活跃客户,否,KFC,江西,83735.67
1270265,非员工,男,18-30岁,活跃客户,否,KFC,陕西,206601.81
1270312,非员工,女,30-45岁,活跃客户,否,KFC,海南,129707.4
1270326,非员工,男,30-45岁,活跃客户,否,KHK,广东,82368.84
1270412,非员工,女,18-30岁,活跃客户,否,KHE,广东,68581.86
1270547,非员工,女,18-30岁,活跃客户,否,KHE,广东,55589.7
1270656,非员工,女,18-30岁,活跃客户,否,KHE,广东,111297.81
1270667,非员工,男,18-30岁,活跃客户,否,KHE,广东,115784.52
1270739,非员工,女,18-30岁,活跃客户,否,KHE,广东,144564.15000000002
1270774,非员工,女,45-60岁,活跃客户,否,KFC,陕西,126608.85
1270826,非员工,女,18-30岁,活跃客户,否,KHE,广东,206076.12
1270879,非员工,女,18-30岁,活跃客户,否,KHE,江西,81523.83
1270899,非员工,女,18-30岁,活跃客户,否,KHE,广东,78705.29999999999
1270928,非员工,女,18-30岁,活跃客户,否,KHE,广东,289756.98
1271036,非员工,女,18-30岁,活跃客户,否,KHE,广东,76922.54999999999
1271129,非员工,男,30-45岁,活跃客户,否,KAT,江西,75800.79000000001
1271180,非员工,男,30-45岁,活跃客户,否,KFC,江西,252688.35
1271246,非员工,女,18-30岁,活跃客户,否,KHE,广东,530515.5599999999
1271426,非员工,男,18-30岁,活跃客户,否,KHE,广东,96585.57
1271494,非员工,男,18-30岁,活跃客户,否,KHE,广东,93497.34
1271574,非员工,女,60-75岁,活跃客户,否,KFC,广东,236995.59
1271586,非员工,男,30-45岁,活跃客户,否,KFC,海南,136267.41
1271616,非员工,男,18-30岁,活跃客户,否,KHE,广东,71760.06
1271651,非员工,女,18-30岁,活跃客户,否,KHE,广东,83821.62
1271679,非员工,女,18-30岁,活跃客户,否,KHE,广东,101819.01
1271692,非员工,女,18-30岁,活跃客户,否,KHE,广东,211889.31
1271723,非员工,女,18-30岁,活跃客户,否,KHE,广东,224125.68
1271777,非员工,女,18-30岁,活跃客户,否,KHE,广东,414324.75
1271850,非员工,男,30-45岁,活跃客户,否,KFC,海南,56859.78
1271963,非员工,男,30-45岁,活跃客户,是,KHE,广东,52045.62
1272013,非员工,女,30-45岁,活跃客户,否,KFC,江西,119051.58
1272018,非员工,女,18-30岁,活跃客户,是,KFC,广东,31383.93
1272029,非员工,女,30-45岁,活跃客户,否,KFC,陕西,76398.09
1272145,非员工,女,18-30岁,活跃客户,否,KHE,广东,55492.95
1272638,非员工,男,45-60岁,活跃客户,否,KFC,江西,67156.41
1272666,非员工,女,30-45岁,活跃客户,否,KFC,海南,85271.91
1272757,非员工,女,30-45岁,活跃客户,否,KFC,江西,59145.87
1272797,非员工,女,30-45岁,活跃客户,否,KFC,江西,82470.66
1272802,非员工,男,30-45岁,活跃客户,否,KFC,陕西,96812.37
1272819,非员工,男,60-75岁,活跃客户,否,KFC,广东,380138.25
1272947,非员工,男,18-30岁,活跃客户,否,KHE,广东,38386.98
1272979,非员工,男,18-30岁,活跃客户,是,KFC,广东,65707.47
1273148,非员工,男,45-60岁,活跃客户,否,KFC,江西,236443.38
1273362,非员工,男,18-30岁,活跃客户,否,KHE,广东,174776.46
1273379,非员工,女,18-30岁,活跃客户,否,KHE,广东,83432.81999999999
1273385,非员工,男,45-60岁,活跃客户,否,KFC,江西,213357.09
1273467,非员工,男,30-45岁,活跃客户,否,KFC,海南,159105.78
1273470,非员工,男,60-75岁,活跃客户,否,KAT,广东,137368.83000000002
1273585,非员工,男,18-30岁,活跃客户,否,KHE,广东,137850.45
1273641,非员工,女,18-30岁,活跃客户,否,KHE,广东,121724.16
1273732,非员工,女,18-30岁,活跃客户,否,KHE,广东,93386.28
1273835,非员工,男,18-30岁,活跃客户,否,KHE,广东,197399.43
1273968,非员工,女,30-45岁,活跃客户,否,KFC,江西,54823.17
1274038,非员工,男,30-45岁,活跃客户,否,KFC,江西,75041.31
1274054,非员工,男,30-45岁,活跃客户,否,KFC,海南,70400.76
1274094,非员工,男,18-30岁,活跃客户,否,KHE,广东,207328.77
1274125,非员工,女,18-30岁,活跃客户,否,KHE,广东,73832.37
1274166,非员工,男,18-30岁,活跃客户,否,KHE,广东,122042.73
1274200,非员工,女,18-30岁,活跃客户,否,KHE,广东,72759.24
1274239,非员工,男,18-30岁,活跃客户,否,KAT,江西,51561.75
1274378,非员工,女,18-30岁,活跃客户,否,KHE,广东,124061.19
1274441,非员工,男,18-30岁,活跃客户,否,KHE,广东,94439.31
1274499,非员工,男,18-30岁,活跃客户,否,KHE,广东,195517.74
1274575,非员工,女,18-30岁,活跃客户,否,KHE,广东,138629.37
1274599,非员工,女,18-30岁,活跃客户,否,KHE,广东,92622.3
1274608,非员工,男,18-30岁,活跃客户,否,KFC,广东,30621.21
1274627,非员工,男,30-45岁,活跃客户,否,KFC,江西,68942.64
1274695,非员工,男,18-30岁,活跃客户,否,KHE,广东,117244.88999999998
1274951,非员工,男,18-30岁,活跃客户,否,KHE,广东,116750.79
1274965,非员工,女,18-30岁,活跃客户,否,KHE,广东,191058.27
1275170,非员工,女,30-45岁,活跃客户,否,KFC,陕西,52628.73
1275203,非员工,女,30-45岁,活跃客户,否,KFC,江西,35316.57
1275254,非员工,女,60-75岁,活跃客户,否,KFC,广东,47910.84
1275262,非员工,女,18-30岁,活跃客户,是,KFC,广东,153528.93
1275478,非员工,女,60-75岁,活跃客户,否,KFC,四川,91641.48
1275550,非员工,男,18-30岁,活跃客户,否,KHE,陕西,132914.34
1275552,非员工,女,18-30岁,活跃客户,否,KHE,陕西,100159.17
1275564,非员工,女,30-45岁,活跃客户,否,KAT,江西,42126.12
1275598,非员工,女,18-30岁,活跃客户,否,KHE,广东,112394.04
1275641,非员工,男,45-60岁,活跃客户,否,KAT,江西,24034.5
1275685,非员工,女,18-30岁,活跃客户,否,KHE,广东,135494.13
1275690,非员工,女,18-30岁,活跃客户,否,KAT,陕西,202254.24
1275732,非员工,女,18-30岁,活跃客户,否,KHE,广东,37132.68
1275765,非员工,女,18-30岁,活跃客户,否,KHE,广东,195783.18
1275952,非员工,男,30-45岁,活跃客户,否,KAT,江西,54429.39
1276345,非员工,男,18-30岁,活跃客户,否,KHE,广东,149079.18
1276409,非员工,男,45-60岁,活跃客户,否,KFC,广东,48078.66
1276420,非员工,男,45-60岁,活跃客户,否,KAT,陕西,43042.53
1276421,非员工,男,30-45岁,活跃客户,否,KAT,陕西,91944.84
1276487,非员工,女,45-60岁,活跃客户,否,KFC,江西,98604.63
1276565,非员工,男,18-30岁,活跃客户,否,KHE,陕西,68816.4
1276604,非员工,男,18-30岁,活跃客户,否,KFC,广东,164364.57
1276684,非员工,女,18-30岁,活跃客户,否,KHE,江西,223543.77
1276784,非员工,女,18-30岁,活跃客户,否,KHE,广东,80295.54000000001
1276810,非员工,男,18-30岁,活跃客户,否,KHE,广东,171318.87
1276827,非员工,男,18-30岁,活跃客户,否,KHE,广东,92263.32
1276843,非员工,女,18-30岁,活跃客户,否,KHE,陕西,171659.61000000002
1277180,非员工,男,18-30岁,活跃客户,否,KHE,广东,88597.38
1277235,非员工,男,18-30岁,活跃客户,否,KHE,广东,122359.62
1277533,非员工,女,60-75岁,活跃客户,否,KFC,四川,87827.88
1277593,非员工,男,18-30岁,活跃客户,否,KAT,广东,117201.3
1277595,非员工,女,45-60岁,活跃客户,否,KAT,江西,85142.64
1277648,非员工,女,30-45岁,活跃客户,否,KHL,广东,154289.19
1277897,非员工,女,18-30岁,活跃客户,否,KHE,陕西,49362.45
1277911,非员工,男,30-45岁,活跃客户,否,KFC,江西,41244.96
1277974,非员工,女,18-30岁,活跃客户,否,KHE,广东,187444.53
1278030,非员工,男,18-30岁,活跃客户,否,KHE,广东,198971.94
1278039,非员工,男,18-30岁,活跃客户,是,KHE,广东,90057.75
1278178,非员工,女,18-30岁,活跃客户,否,KHE,广东,92789.61
1278190,非员工,男,18-30岁,活跃客户,否,KHE,广东,113341.47
1278465,非员工,女,18-30岁,活跃客户,否,KHE,广东,92330.19
1278608,非员工,女,60-75岁,活跃客户,否,KFC,广东,123092.67
1278627,非员工,男,75岁以上,活跃客户,否,KAT,江西,86901.78
1278734,非员工,男,18-30岁,活跃客户,否,KHE,广东,112757.61000000002
1278763,非员工,男,75岁以上,活跃客户,否,KAT,广东,46272.39
1278808,非员工,男,18-30岁,活跃客户,是,KHE,江西,62235.24000000001
1279542,非员工,女,18-30岁,活跃客户,否,KHE,广东,173015.88
1279599,非员工,女,18-30岁,活跃客户,否,KHE,广东,365715.24
1279746,非员工,男,30-45岁,活跃客户,否,KFC,江西,63110.55
1280354,非员工,女,18-30岁,活跃客户,否,KHE,陕西,131226.54
1280579,非员工,男,18-30岁,活跃客户,否,KHE,陕西,134617.71
1281118,非员工,男,18-30岁,活跃客户,否,KHE,陕西,131484.48
1281278,非员工,男,18-30岁,活跃客户,否,KHE,陕西,391939.23
1281355,非员工,男,18-30岁,活跃客户,否,KHE,广东,286592.37
1281488,非员工,男,18-30岁,活跃客户,否,KHE,陕西,95012.49
1281573,非员工,男,18-30岁,活跃客户,否,KHE,广东,151257.03
1281600,非员工,女,45-60岁,活跃客户,否,KFC,江西,478065.51
1281630,非员工,男,30-45岁,活跃客户,否,KFC,江西,175416.38999999998
1281750,非员工,男,18-30岁,活跃客户,否,KHE,江西,58959.21
1281854,非员工,男,18-30岁,活跃客户,否,KHE,广东,364744.5
1281865,非员工,男,18-30岁,活跃客户,否,KHE,江西,53876.01
1282001,非员工,女,30-45岁,活跃客户,否,KFC,江西,75301.23
1282195,非员工,男,30-45岁,活跃客户,否,KAT,江西,290748.93
1282233,非员工,男,18-30岁,活跃客户,否,KHE,广东,67724.01
1282386,非员工,女,18-30岁,活跃客户,否,KHE,广东,79330.53
1282398,非员工,男,18-30岁,活跃客户,否,KHE,广东,56221.71
1282439,非员工,女,18-30岁,活跃客户,否,KHE,广东,125516.31
1282523,非员工,女,18-30岁,活跃客户,否,KHE,广东,182890.74
1282559,非员工,女,18-30岁,活跃客户,否,KHE,广东,83044.38
1282607,非员工,女,18-30岁,活跃客户,是,KHE,广东,61690.95
1282844,非员工,女,30-45岁,活跃客户,是,KAT,广东,1126483.02
1282877,非员工,女,45-60岁,活跃客户,否,KAT,江西,35950.590000000004
1282948,非员工,女,18-30岁,活跃客户,否,KHE,广东,36483.51
1283029,非员工,男,30-45岁,活跃客户,否,KAT,江西,99656.31
1283075,非员工,男,60-75岁,活跃客户,否,KHL,四川,201110.7
1283134,非员工,女,30-45岁,活跃客户,否,KAT,陕西,77995.20000000001
1283170,非员工,女,18-30岁,活跃客户,否,KFC,广东,116799.15
1283310,非员工,女,18-30岁,活跃客户,否,KHE,江西,49705.89
1283362,非员工,女,18-30岁,活跃客户,否,KHE,江西,31569.6
1283597,非员工,女,18-30岁,活跃客户,否,KHE,广东,112439.79
1283603,非员工,女,18-30岁,活跃客户,否,KHE,广东,162414.27
1283615,非员工,女,18-30岁,活跃客户,否,KHE,广东,103318.95
1283645,非员工,女,18-30岁,活跃客户,否,KHE,广东,94711.47
1283707,非员工,女,18-30岁,活跃客户,否,KHE,广东,135984.90000000002
1283809,非员工,女,18-30岁,活跃客户,否,KHE,广东,231447.6
1283824,非员工,女,18-30岁,活跃客户,否,KHE,广东,172943.63999999998
1283835,非员工,男,18-30岁,活跃客户,否,KHE,广东,103689.0
1283861,非员工,男,18-30岁,活跃客户,否,KAT,江西,67815.24
1283872,非员工,女,18-30岁,活跃客户,否,KHE,广东,56249.61
1284477,非员工,女,18-30岁,活跃客户,否,KFC,海南,65569.77
1284484,非员工,男,18-30岁,活跃客户,否,KHE,广东,78297.33
1284486,非员工,男,30-45岁,活跃客户,否,KFC,陕西,125470.11000000002
1284530,非员工,男,60-75岁,活跃客户,否,KFC,广东,98447.01
1284615,非员工,女,18-30岁,活跃客户,否,KHE,广东,65766.95999999999
1284789,非员工,男,18-30岁,活跃客户,否,KHE,广东,16875.9
1284861,非员工,男,18-30岁,活跃客户,否,KHE,广东,101691.66
1285275,非员工,女,18-30岁,活跃客户,否,KHE,江西,123874.29
1285728,非员工,女,18-30岁,活跃客户,否,KHE,广东,144699.36000000002
1285753,非员工,女,18-30岁,活跃客户,是,KFC,广东,116750.25
1285783,非员工,女,30-45岁,活跃客户,否,KAT,海南,172921.16999999998
1285993,非员工,女,45-60岁,活跃客户,否,KAT,江西,100268.58
1286306,非员工,女,18-30岁,活跃客户,否,KHE,江西,52516.74000000001
1286433,非员工,女,30-45岁,活跃客户,否,KAT,江西,41964.60000000001
1286665,非员工,男,18-30岁,活跃客户,否,KHE,广东,105931.95
1286669,非员工,男,18-30岁,活跃客户,否,KHE,广东,139742.46
1286681,非员工,男,18-30岁,活跃客户,否,KFC,海南,80484.69
1286694,非员工,女,18-30岁,活跃客户,否,KHE,广东,43386.99
1286704,非员工,男,45-60岁,活跃客户,是,KFC,江西,106339.77
1286748,非员工,男,30-45岁,活跃客户,否,KFC,陕西,95787.45
1287061,非员工,男,18-30岁,活跃客户,否,KHE,广东,51509.34
1287526,非员工,女,18-30岁,活跃客户,否,KHE,广东,52335.63
1287680,非员工,女,18-30岁,活跃客户,否,KHE,江西,34471.5
1287760,非员工,女,18-30岁,活跃客户,否,KFC,江西,27730.17
1287761,非员工,男,30-45岁,活跃客户,否,KFC,江西,27730.17
1287884,非员工,男,30-45岁,活跃客户,否,KHE,江西,77629.83
1288002,非员工,女,18-30岁,活跃客户,否,KHE,江西,59236.92
1288631,非员工,女,18-30岁,活跃客户,否,KFC,江西,175380.87
1288701,非员工,男,18-30岁,活跃客户,否,KFC,江西,64292.79
1288848,非员工,男,18-30岁,活跃客户,否,KHE,陕西,106584.72
1288916,非员工,男,18-30岁,活跃客户,是,KHE,广东,120846.96
1289007,非员工,男,18-30岁,活跃客户,否,KHE,广东,136916.31
1289144,非员工,男,18-30岁,活跃客户,否,KHE,广东,103399.71
1289214,非员工,女,18-30岁,活跃客户,否,KHE,江西,106754.1
1289351,非员工,男,18-30岁,活跃客户,否,KHE,广东,115356.72
1289637,非员工,女,18-30岁,活跃客户,否,KHE,陕西,101096.25
1289678,非员工,女,18-30岁,活跃客户,否,KHE,陕西,270688.11
1289953,非员工,男,18-30岁,活跃客户,否,KHE,江西,43630.59
1290023,非员工,男,18-30岁,活跃客户,否,KHE,江西,49973.06999999999
1290286,非员工,男,30-45岁,活跃客户,否,KHE,陕西,79883.1
1290444,非员工,女,18-30岁,活跃客户,否,KHE,陕西,108249.99
1290567,非员工,男,18-30岁,活跃客户,否,KFC,海南,208677.66
1290604,非员工,女,30-45岁,活跃客户,否,KAT,陕西,189519.51
1290716,非员工,女,18-30岁,活跃客户,否,KHE,广东,118397.94
1290797,非员工,女,30-45岁,活跃客户,否,KFC,江西,91018.65
1290826,非员工,女,18-30岁,活跃客户,否,KHE,广东,94737.06
1290853,非员工,女,18-30岁,活跃客户,否,KHE,广东,147568.68
1290937,非员工,男,18-30岁,活跃客户,是,KFC,江西,36727.38
1291016,非员工,男,18-30岁,活跃客户,否,KHE,陕西,82786.35
1291118,非员工,女,18-30岁,活跃客户,否,KHE,陕西,76080.66
1291159,非员工,男,18-30岁,活跃客户,否,KHE,广东,178389.63
1291224,非员工,男,18-30岁,活跃客户,否,KHE,广东,43506.09
1291249,非员工,男,60-75岁,活跃客户,否,KAT,四川,108959.01
1291381,非员工,男,18-30岁,活跃客户,否,KHE,广东,106792.26
