本期ID,性别,出生天数,学历,婚姻状况,就业天数,职业类别,单位类别,年收入,家庭人数,子女人数
105554,男,-20010,高中/职高,有配偶,-1026,,工业类别11,157500,2,0
105627,男,-18707,高中/职高,有配偶,-5545,工人,工业类别1,202500,2,0
105643,男,-15540,高中/职高,民事婚姻,-850,安保人员,公司类别3,252000,2,0
105696,女,-9940,高中/职高,民事婚姻,-483,销售人员,贸易类别3,135000,3,1
105709,女,-11324,高中/职高,有配偶,-1626,工人,公司类别3,135000,4,2
105722,女,-23904,高中/职高,有配偶,365243,,未知,49500,2,0
105724,女,-21877,高中/职高,有配偶,365243,,未知,157500,2,0
105728,男,-8565,高中/职高,未婚,-1558,工人,建筑,270000,1,0
105763,男,-9366,本科及以上,未婚,-1841,,政府部门,157500,1,0
105766,男,-12287,高中/职高,有配偶,-3502,,律师事务所,360000,3,1
105782,男,-10533,大学肄业,有配偶,-2437,核心员工,应急部门,675000,2,0
105789,女,-14807,高中/职高,有配偶,-153,清洁工,其他,110250,3,1
105794,女,-22255,高中/职高,有配偶,365243,,未知,112500,2,0
105796,女,-19824,高中/职高,有配偶,-3717,医务人员,医疗,72000,2,0
105813,女,-17108,高中/职高,未婚,-745,,公司类别3,135000,1,0
105831,女,-11164,大学肄业,有配偶,-2066,核心员工,警察,135000,4,2
105834,女,-22012,高中/职高,丧偶,365243,,未知,135000,1,0
105857,女,-15939,本科及以上,有配偶,-924,,公司类别3,225000,3,1
105898,男,-12532,高中/职高,离异,-1572,清洁工,公司类别3,135000,1,0
105903,女,-8402,大学肄业,未婚,-107,销售人员,公司类别3,126000,1,0
105915,女,-10248,高中/职高,民事婚姻,-741,会计,公司类别3,112500,3,1
105926,女,-19168,高中/职高,有配偶,-4890,,自由职业,112500,2,0
105928,女,-19635,高中/职高,丧偶,365243,,未知,180000,1,0
105943,男,-19605,高中/职高,有配偶,-3073,司机,运营商,108000,2,0
105975,女,-10300,高中/职高,有配偶,-649,经理,自由职业,67500,3,1
105977,女,-16578,高中/职高,有配偶,-798,清洁工,公司类别3,112500,2,0
105989,男,-14696,本科及以上,有配偶,-4096,核心员工,政府部门,202500,2,0
106023,女,-14875,高中/职高,有配偶,-2201,销售人员,自由职业,112500,2,0
106033,女,-14141,高中/职高,有配偶,-2075,销售人员,公司类别3,337500,2,0
106046,男,-12428,本科及以上,有配偶,-497,,公司类别3,180000,3,1
106055,女,-10720,高中/职高,有配偶,-2802,医务人员,医疗,112500,2,0
106069,男,-21032,高中/职高,有配偶,-1156,,公司类别3,112500,2,0
106082,男,-21438,高中/职高,有配偶,-471,司机,自由职业,112500,2,0
106121,女,-12200,高中/职高,未婚,-4338,医务人员,医疗,157500,1,0
106125,男,-14478,高中/职高,有配偶,-3815,工人,公司类别2,72000,2,0
106147,男,-15731,高中/职高,民事婚姻,-1009,工人,公司类别3,157500,2,0
106153,女,-19415,本科及以上,有配偶,-5210,会计,学校,144000,2,0
106185,女,-10147,高中/职高,有配偶,-1343,工人,公司类别3,121500,4,2
106193,女,-23622,本科及以上,丧偶,365243,,未知,135000,1,0
106215,女,-11429,高中/职高,民事婚姻,-248,清洁工,公司类别2,103500,2,0
106227,女,-16643,高中/职高,有配偶,-164,销售人员,服务业,171000,2,0
106254,男,-23437,本科及以上,有配偶,-862,,其他,112500,2,0
106260,男,-14668,高中/职高,有配偶,-1645,,公司类别1,135000,2,0
106265,女,-11330,本科及以上,有配偶,-4572,销售人员,自由职业,103500,4,2
106267,女,-19870,高中/职高,未婚,-5649,厨师,医疗,90000,1,0
106300,女,-22700,初中及以下,有配偶,365243,,未知,54000,2,0
106325,女,-11155,本科及以上,有配偶,-1126,销售人员,公司类别3,157500,2,0
106327,女,-18058,高中/职高,未婚,-2626,医务人员,学校,180000,1,0
106336,男,-16360,高中/职高,有配偶,-1729,工人,其他,337500,2,0
106339,女,-21414,高中/职高,丧偶,365243,,未知,135000,1,0
106355,女,-10995,本科及以上,未婚,-1751,经理,贸易类别3,184500,1,0
106357,男,-16586,高中/职高,有配偶,-4151,司机,工业类别11,360000,2,0
106358,女,-17257,高中/职高,有配偶,-745,清洁工,其他,90000,2,0
106390,男,-17905,高中/职高,未婚,-2991,安保人员,安保,90000,1,0
106406,女,-11540,本科及以上,有配偶,-354,销售人员,自由职业,135000,3,1
106409,女,-15964,本科及以上,有配偶,-1299,核心员工,工业类别9,135000,3,1
106417,女,-11640,高中/职高,有配偶,-650,家政人员,自由职业,135000,3,1
106418,女,-19284,高中/职高,有配偶,-4383,厨师,学校,67500,2,0
106450,女,-21989,高中/职高,有配偶,365243,,未知,99000,2,0
106470,女,-20204,高中/职高,有配偶,365243,,未知,65250,2,0
106499,男,-8891,高中/职高,有配偶,-991,销售人员,贸易类别3,112500,2,0
106509,男,-23045,本科及以上,有配偶,365243,,未知,225000,2,0
106537,男,-9297,高中/职高,有配偶,-1751,,自由职业,360000,2,0
106538,女,-24212,高中/职高,有配偶,365243,,未知,90000,2,0
106543,女,-12797,高中/职高,有配偶,-1861,家政人员,服务业,135000,3,1
106579,男,-18273,高中/职高,有配偶,-149,司机,公司类别3,225000,2,0
106593,女,-18104,本科及以上,民事婚姻,-1037,,军队,180000,2,0
106594,男,-19944,高中/职高,民事婚姻,-3016,司机,工业类别9,135000,2,0
106596,女,-13203,高中/职高,有配偶,-1995,经理,医疗,54000,2,0
106602,女,-23040,高中/职高,有配偶,-13357,专业技术人员,工业类别11,252000,2,0
106617,女,-15235,高中/职高,未婚,-5208,核心员工,自由职业,135000,3,2
106623,男,-13758,本科及以上,有配偶,-4148,核心员工,警察,193500,4,2
106625,女,-10950,高中/职高,有配偶,-1855,,公司类别3,180000,2,0
106632,女,-20782,高中/职高,有配偶,365243,,未知,90000,2,0
106642,男,-14116,高中/职高,有配偶,-6032,工人,公司类别3,202500,3,1
106646,女,-19866,高中/职高,有配偶,-2526,核心员工,学校,112500,2,0
106650,女,-19949,高中/职高,有配偶,365243,,未知,112500,2,0
106664,女,-13607,高中/职高,有配偶,-571,安保人员,安保,202500,3,1
106665,男,-18876,高中/职高,民事婚姻,-2314,工人,建筑,90000,3,1
106682,女,-22860,高中/职高,离异,365243,,未知,112500,1,0
106685,男,-14367,大学肄业,未婚,-1352,经理,其他,180000,1,0
106691,女,-8651,高中/职高,有配偶,-1245,专业技术人员,公司类别3,112500,2,0
106723,女,-16020,高中/职高,民事婚姻,-687,清洁工,公司类别3,180000,2,0
106776,男,-9555,高中/职高,未婚,-1304,工人,建筑,90000,1,0
106806,女,-13701,高中/职高,离异,-2043,,政府部门,135000,2,1
106807,男,-17411,高中/职高,有配偶,-3902,经理,公司类别3,180000,2,0
106815,女,-10887,高中/职高,民事婚姻,-1526,工人,公司类别3,90000,3,1
106857,女,-17677,高中/职高,有配偶,-681,医务人员,其他,112500,3,1
106858,女,-15616,高中/职高,未婚,-146,销售人员,贸易类别3,157500,1,0
106866,女,-22027,高中/职高,离异,-1695,工人,公司类别3,225000,1,0
106879,男,-19868,高中/职高,丧偶,-4316,,公司类别3,112500,1,0
106899,男,-20455,高中/职高,有配偶,365243,,未知,45000,2,0
106913,女,-15823,高中/职高,民事婚姻,-9173,经理,政府部门,112500,4,2
106915,女,-17153,高中/职高,离异,-985,厨师,自由职业,81000,1,0
106925,男,-10343,高中/职高,未婚,-909,工人,政府部门,202500,1,0
106933,女,-16434,高中/职高,离异,-3852,,自由职业,144000,2,1
106951,男,-18817,高中/职高,有配偶,-864,安保人员,安保,162000,2,0
106954,男,-24014,高中/职高,有配偶,365243,,未知,247500,2,0
106961,女,-17170,本科及以上,有配偶,-4220,经理,服务业,180000,2,0
107009,男,-18707,高中/职高,有配偶,-7258,,公司类别2,135000,2,0
107019,男,-9275,高中/职高,民事婚姻,-799,工人,自由职业,180000,2,0
107041,男,-14383,本科及以上,有配偶,-4293,工人,工业类别7,112500,2,0
107059,女,-16511,高中/职高,有配偶,-3148,工人,自由职业,225000,2,0
107063,男,-12393,高中/职高,有配偶,-578,安保人员,其他,45000,3,1
107077,女,-14365,大学肄业,有配偶,-488,经理,幼教,135000,2,0
107097,男,-19796,高中/职高,有配偶,-1900,核心员工,农业,112500,2,0
107098,女,-12831,高中/职高,未婚,-1664,核心员工,餐饮,157500,1,0
107101,男,-19068,本科及以上,有配偶,-3220,经理,贸易类别7,360000,2,0
107105,女,-17968,高中/职高,民事婚姻,-507,销售人员,公司类别3,157500,2,0
107106,男,-12327,本科及以上,未婚,-2327,经理,自由职业,391500,1,0
107115,女,-18333,高中/职高,有配偶,-11686,专业技术人员,其他,225000,2,0
107133,男,-11154,高中/职高,未婚,-207,低技能工人,贸易类别7,58500,1,0
107147,女,-20189,高中/职高,丧偶,365243,,未知,135000,1,0
107153,男,-16388,高中/职高,有配偶,365243,,未知,157500,3,1
107157,女,-19037,高中/职高,有配偶,-5712,工人,学校,81000,2,0
107161,女,-23301,高中/职高,有配偶,-3406,医务人员,医疗,135000,2,0
107180,男,-8803,高中/职高,未婚,-1541,工人,其他,81000,1,0
107183,男,-16079,高中/职高,离异,-5098,工人,公司类别3,126000,2,1
107187,女,-20145,本科及以上,有配偶,-3389,厨师,医疗,72000,2,0
107210,女,-23705,高中/职高,有配偶,365243,,未知,189000,2,0
107211,男,-12311,高中/职高,有配偶,-729,,公司类别3,121500,2,0
107212,女,-11852,本科及以上,离异,-3403,核心员工,银行,180000,1,0
107216,女,-15564,高中/职高,未婚,365243,,未知,94500,1,0
107218,女,-24162,本科及以上,有配偶,-227,核心员工,医疗,270000,2,0
107242,男,-20062,高中/职高,有配偶,-297,司机,工业类别9,225000,2,0
107251,女,-21227,高中/职高,有配偶,365243,,未知,146250,2,0
107255,女,-10465,本科及以上,有配偶,-2377,核心员工,学校,54000,4,2
107271,女,-19323,本科及以上,未婚,-3320,经理,公司类别3,225000,1,0
107275,女,-20835,本科及以上,有配偶,365243,,未知,112500,2,0
107287,女,-10582,本科及以上,有配偶,-2194,经理,其他,225000,2,0
107298,男,-16708,本科及以上,未婚,-1387,工人,建筑,337500,1,0
107339,女,-17860,高中/职高,有配偶,-5347,清洁工,其他,40500,3,1
107348,女,-17742,本科及以上,有配偶,-745,会计,自由职业,157500,3,1
107354,男,-19288,高中/职高,民事婚姻,-571,安保人员,安保,112500,3,1
107356,女,-15420,高中/职高,有配偶,-7220,家政人员,公司类别3,90000,4,2
107358,男,-23442,高中/职高,有配偶,-1805,安保人员,公司类别3,225000,2,0
107376,男,-22146,大学肄业,丧偶,365243,,未知,130500,1,0
107382,女,-15443,高中/职高,有配偶,-4203,,应急部门,202500,3,1
107389,女,-18607,本科及以上,有配偶,-12060,核心员工,学校,112500,2,0
107396,男,-14844,高中/职高,未婚,-1268,工人,工业类别1,180000,1,0
107403,女,-11357,高中/职高,有配偶,-231,销售人员,公司类别3,135000,2,0
107404,女,-17734,本科及以上,有配偶,-2690,经理,公司类别3,180000,2,0
107439,男,-15729,高中/职高,有配偶,-1760,司机,交通类别4,324000,2,0
107449,女,-23735,高中/职高,有配偶,365243,,未知,180000,2,0
107456,男,-12200,高中/职高,有配偶,-913,工人,建筑,225000,2,0
107482,女,-9486,大学肄业,有配偶,-835,,自由职业,157500,2,0
107486,女,-21422,本科及以上,有配偶,365243,,未知,112500,2,0
107511,女,-15407,本科及以上,有配偶,-6239,,安保,225000,5,3
107537,女,-14735,高中/职高,有配偶,-7946,经理,政府部门,72000,3,1
107548,女,-22258,高中/职高,有配偶,365243,,未知,135000,2,0
107557,女,-8922,本科及以上,未婚,-113,核心员工,银行,157500,1,0
107619,女,-15398,高中/职高,有配偶,-2670,核心员工,幼教,157500,5,3
107633,女,-10841,高中/职高,民事婚姻,-1374,核心员工,自由职业,112500,2,0
107641,男,-17103,高中/职高,离异,-1038,,运营商,180000,2,1
107657,女,-19599,本科及以上,有配偶,365243,,未知,202500,2,0
107659,女,-13018,高中/职高,民事婚姻,-1731,销售人员,其他,180000,2,0
107661,男,-19059,本科及以上,有配偶,-1189,核心员工,工业类别10,202500,2,0
107689,男,-15894,高中/职高,有配偶,-3607,工人,其他,157500,5,3
107696,男,-8738,高中/职高,有配偶,-126,销售人员,自由职业,202500,2,0
107697,男,-13829,高中/职高,有配偶,-378,专业技术人员,公司类别3,112500,2,0
107704,男,-23125,高中/职高,未婚,365243,,未知,112500,1,0
107730,男,-19982,高中/职高,有配偶,-4621,清洁工,学校,45000,2,0
107734,女,-9673,本科及以上,有配偶,-1662,,公司类别3,180000,2,0
107752,男,-16270,本科及以上,有配偶,-2886,经理,学校,135000,2,0
107757,女,-19303,本科及以上,有配偶,-2971,工人,公司类别3,270000,3,1
107798,男,-13422,高中/职高,有配偶,-1179,工人,公司类别3,202500,3,1
107814,女,-10837,高中/职高,有配偶,-467,医务人员,其他,45000,2,0
107830,女,-14416,本科及以上,有配偶,-3309,核心员工,工业类别3,360000,2,0
107841,女,-8727,本科及以上,未婚,-552,,工业类别5,99000,1,0
107865,女,-22979,高中/职高,民事婚姻,365243,,未知,90000,2,0
107882,女,-16637,高中/职高,未婚,-8749,医务人员,医疗,90000,2,1
107897,女,-22695,高中/职高,有配偶,365243,,未知,58500,2,0
107910,女,-11839,高中/职高,有配偶,-824,经理,贸易类别7,270000,4,2
107941,男,-17218,高中/职高,有配偶,-1477,经理,公司类别3,382500,2,0
107958,女,-15142,高中/职高,民事婚姻,-3359,厨师,学校,76500,4,2
107960,女,-19765,本科及以上,有配偶,-2071,会计,物业,180000,2,0
107965,男,-21974,高中/职高,有配偶,365243,,未知,180000,2,0
108015,女,-15754,高中/职高,有配偶,-4989,清洁工,其他,67500,3,1
108054,女,-15844,大学肄业,有配偶,-810,专业技术人员,学校,180000,2,0
108064,男,-11605,大学肄业,有配偶,-441,核心员工,银行,270000,3,1
108067,女,-20240,高中/职高,有配偶,365243,,未知,36000,2,0
108072,女,-18350,高中/职高,有配偶,-7075,经理,自由职业,135000,2,0
108078,男,-12941,高中/职高,未婚,-1692,核心员工,其他,292500,1,0
108083,男,-18733,高中/职高,未婚,-6254,工人,自由职业,108000,1,0
108121,男,-16594,高中/职高,有配偶,-2042,工人,自由职业,157500,2,0
108126,男,-10734,高中/职高,民事婚姻,-999,工人,工业类别3,117000,2,0
108141,女,-15281,高中/职高,有配偶,-3659,核心员工,军队,90000,3,1
108165,女,-21714,高中/职高,有配偶,365243,,未知,175500,2,0
108166,女,-18896,高中/职高,离异,-2834,专业技术人员,自由职业,112500,1,0
108179,男,-16056,本科及以上,有配偶,-2737,经理,贸易类别7,315000,2,0
108225,女,-19871,高中/职高,离异,-1786,工人,公司类别3,67500,1,0
108244,男,-22039,高中/职高,民事婚姻,-5851,工人,公司类别3,135000,2,0
108248,女,-15296,大学肄业,有配偶,-7824,,公司类别1,225000,3,1
108259,男,-11359,本科及以上,未婚,-832,销售人员,贸易类别2,292500,1,0
108262,女,-22407,本科及以上,有配偶,365243,,未知,315000,2,0
108273,男,-17362,高中/职高,有配偶,-2447,,自由职业,90000,4,2
108286,女,-15154,高中/职高,有配偶,-1159,经理,自由职业,180000,2,0
108308,男,-23630,本科及以上,民事婚姻,365243,,未知,337500,2,0
108329,男,-12059,本科及以上,有配偶,-2755,,公司类别2,162000,5,3
108379,女,-14558,本科及以上,有配偶,-2730,会计,公司类别3,315000,2,0
108385,女,-16279,高中/职高,有配偶,-4144,经理,幼教,180000,3,1
108388,女,-17654,高中/职高,有配偶,-1115,,公司类别3,112500,2,0
108395,男,-15279,高中/职高,有配偶,-7692,司机,公司类别1,139500,2,0
108421,男,-24468,高中/职高,有配偶,-122,安保人员,公司类别3,90000,2,0
108431,女,-19935,本科及以上,有配偶,365243,,未知,270000,2,0
108435,男,-14947,高中/职高,民事婚姻,-984,工人,其他,180000,2,0
108443,女,-13582,高中/职高,有配偶,-912,销售人员,自由职业,157500,3,1
108471,女,-17154,高中/职高,有配偶,365243,,未知,270000,2,0
108481,女,-16616,高中/职高,丧偶,-4424,工人,公共安全,180000,2,1
108498,女,-11736,本科及以上,有配偶,-3938,会计,公司类别2,180000,3,1
108499,女,-12109,高中/职高,未婚,-537,销售人员,自由职业,112500,2,1
108508,女,-11115,高中/职高,民事婚姻,-1392,,其他,99000,2,0
108516,女,-10523,本科及以上,有配偶,-249,,公司类别3,99000,3,1
108578,女,-9084,高中/职高,民事婚姻,-1627,,公司类别3,112500,2,0
108590,女,-16714,高中/职高,离异,-3234,销售人员,自由职业,148500,1,0
108594,男,-10964,高中/职高,有配偶,-1045,,工业类别9,202500,3,1
108596,女,-10942,本科及以上,有配偶,-1467,会计,公司类别2,180000,3,1
108607,男,-12976,大学肄业,未婚,-385,司机,公司类别3,450000,1,0
108641,男,-16690,高中/职高,未婚,-1883,工人,建筑,112500,1,0
108645,女,-15647,高中/职高,离异,-1276,家政人员,自由职业,135000,1,0
108660,女,-19703,高中/职高,有配偶,365243,,未知,112500,2,0
108679,女,-13797,高中/职高,有配偶,-3590,厨师,工业类别3,90000,4,2
108684,女,-10647,本科及以上,有配偶,-884,经理,工业类别11,90000,3,1
